Time,Morgan_Stanley_count,Goldman_Sachs_count,BlackRock_count,positive_count,negative_count,Morgan_Stanley_positive_count,Morgan_Stanley_negative_count,Goldman_Sachs_positive_count,Goldman_Sachs_negative_count,BlackRock_positive_count,BlackRock_negative_count,total_msg_count,Morgan_Stanley_frac,Goldman_Sachs_frac,BlackRock_frac,positive_frac,negative_frac,Morgan_Stanley_positive_frac,Morgan_Stanley_negative_frac,Goldman_Sachs_positive_frac,Goldman_Sachs_negative_frac,BlackRock_positive_frac,BlackRock_negative_frac
2007-02-24,0,0,0,1,5,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-02-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-02-27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-02-28,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-01,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-02,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-03,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-04,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-05,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-06,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-07,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-08,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-09,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
