Time,Morgan_Stanley_count,Goldman_Sachs_count,BlackRock_count,positive_count,negative_count,Morgan_Stanley_positive_count,Morgan_Stanley_negative_count,Goldman_Sachs_positive_count,Goldman_Sachs_negative_count,BlackRock_positive_count,BlackRock_negative_count,total_msg_count,Morgan_Stanley_frac,Goldman_Sachs_frac,BlackRock_frac,positive_frac,negative_frac,Morgan_Stanley_positive_frac,Morgan_Stanley_negative_frac,Goldman_Sachs_positive_frac,Goldman_Sachs_negative_frac,BlackRock_positive_frac,BlackRock_negative_frac
2007-03-01,0,0,0,2,2,0,0,0,0,0,0,1,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-02,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-03,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-04,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-05,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-06,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-07,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-08,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-09,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-20,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-21,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-23,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-28,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-29,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-30,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-31,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-04-01,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-04-02,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-04-03,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-04-04,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-04-05,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-04-06,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-04-07,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-04-08,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-04-09,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-04-10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-04-11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-04-12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-04-13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-04-14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-04-15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-04-16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-04-17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-04-18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-04-19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
