Time,Morgan_Stanley_count,Goldman_Sachs_count,BlackRock_count,positive_count,negative_count,Morgan_Stanley_positive_count,Morgan_Stanley_negative_count,Goldman_Sachs_positive_count,Goldman_Sachs_negative_count,BlackRock_positive_count,BlackRock_negative_count,total_msg_count,Morgan_Stanley_frac,Goldman_Sachs_frac,BlackRock_frac,positive_frac,negative_frac,Morgan_Stanley_positive_frac,Morgan_Stanley_negative_frac,Goldman_Sachs_positive_frac,Goldman_Sachs_negative_frac,BlackRock_positive_frac,BlackRock_negative_frac
2005-07-22,0,0,0,11,0,0,0,0,0,0,0,1,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-23,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2005-07-24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2005-07-25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2005-07-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2005-07-27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2005-07-28,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2005-07-29,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2005-07-30,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2005-07-31,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2005-08-01,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2005-08-02,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2005-08-03,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2005-08-04,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2005-08-05,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2005-08-06,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2005-08-07,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2005-08-08,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2005-08-09,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2005-08-10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2005-08-11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2005-08-12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2005-08-13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2005-08-14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2005-08-15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2005-08-16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2005-08-17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2005-08-18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2005-08-19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2005-08-20,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2005-08-21,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2005-08-22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
