Time,Morgan_Stanley_count,Goldman_Sachs_count,BlackRock_count,positive_count,negative_count,Morgan_Stanley_positive_count,Morgan_Stanley_negative_count,Goldman_Sachs_positive_count,Goldman_Sachs_negative_count,BlackRock_positive_count,BlackRock_negative_count,total_msg_count,Morgan_Stanley_frac,Goldman_Sachs_frac,BlackRock_frac,positive_frac,negative_frac,Morgan_Stanley_positive_frac,Morgan_Stanley_negative_frac,Goldman_Sachs_positive_frac,Goldman_Sachs_negative_frac,BlackRock_positive_frac,BlackRock_negative_frac
2007-01-12,0,0,0,1,3,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-01-14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-01-15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-01-16,0,0,0,3,7,0,0,0,0,0,0,1,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-01-18,0,0,0,0,6,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-01-20,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-01-21,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-01-22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-01-23,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-01-24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-01-25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-01-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-01-27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-01-28,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-01-29,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-01-30,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-01-31,0,0,0,4,1,0,0,0,0,0,0,3,0.0,0.0,0.0,1.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-01,0,0,0,0,5,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-02,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-02-03,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-02-04,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-02-05,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-02-06,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-02-07,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-02-08,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-02-09,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-02-10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-02-11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-02-12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-02-13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-02-14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-02-15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-02-16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-02-17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-02-18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-02-19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-02-20,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-02-21,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-02-22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-02-23,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-02-24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-02-25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-02-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-02-27,0,0,0,1,2,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-28,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-01,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-02,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-03,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-04,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-05,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-06,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-07,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-08,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-09,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2007-03-16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
